# Supplemental hbo inflections from OSHB (CC BY 4.0 analysis).
# inflected_form<TAB>lemma<TAB>type — merged by build-dictionary.ts --lang hbo.
# Regenerate: python scripts/gen-dictionary-roots-hbo.py
אידם	איד	oshb,noun
איה	אי	oshb,adv
איו	אי	oshb,adv
איו	איה	oshb,adv
איחל	יחל	oshb,verb
איטיב	יטב	oshb,verb
איי	אי	oshb,noun
איים	אי	oshb,noun
איכה	אי	oshb,adv
איכה	איך	oshb,adv
איככה	איך	oshb,adv
אילו	איל	oshb,noun
אילות	אילה	oshb,noun
אילותי	אילות	oshb,noun
אילי	איל	oshb,noun
איליו	איל	oshb,noun
איליל	ילל	oshb,verb
אילים	איל	oshb,noun
אילכה	ילך	oshb,verb
אילם	איל	oshb,noun
אילמה	אילם	oshb,name
אילן	אילון	oshb,name
אילנא	אילן	oshb,noun
אילנה	אילון	oshb,name
אילת	אילות	oshb,name
אים	אי	oshb,adv
אימה	אים	oshb,adj
אימת	אימה	oshb,noun
אימתה	אימה	oshb,noun
אימתי	אימה	oshb,noun
אימתכם	אימה	oshb,noun
אינך	אין	oshb,noun
אינכם	אין	oshb,noun
אינם	אין	oshb,noun
אינמו	אין	oshb,noun
איננה	אין	oshb,noun
איננו	אין	oshb,noun
אינני	אין	oshb,noun
אינק	ינק	oshb,verb
איסר	יסר	oshb,verb
איסרם	יסר	oshb,verb
איעצה	יעץ	oshb,verb
איעצך	יעץ	oshb,verb
איפת	איפה	oshb,noun
אירא	ירא	oshb,verb
איראנו	ירא	oshb,verb
אירשנה	ירש	oshb,verb
אישה	איש	oshb,noun
אישו	איש	oshb,noun
אישי	איש	oshb,noun
אישים	איש	oshb,noun
אישך	איש	oshb,noun
אישן	ישן	oshb,verb
אישר	ישר	oshb,verb
איתוהי	איתי	oshb,form
איתי	אתי	oshb,name
איתיכון	איתי	oshb,form
איתינא	איתי	oshb,form
איתם	תמם	oshb,verb
איתנא	איתי	oshb,form
אכבד	כבד	oshb,verb
אכבדה	כבד	oshb,verb
אכבדך	כבד	oshb,verb
אכביד	כבד	oshb,verb
אכה	נכה	oshb,verb
אכול	אכל	oshb,verb
אכזב	כזב	oshb,verb
אכזיבה	אכזיב	oshb,name
אכחד	כחד	oshb,verb
אכין	כון	oshb,verb
אכינה	כון	oshb,verb
